<PathArray>
start,0,0,847.45,350.4,0,0,end,
start,0,1,798.25,390,4460,1,end,
start,0,2,654.2,411.6,4743,2,end,
start,1,0,538.95,418.8,4877,3,end,
start,1,1,462.15,415.2,4909,4,end,
start,1,2,416.5,372,4959,5,end,
start,1,3,506.55,277.2,5042,6,end,
start,1,4,584.55,249.6,5125,7,end,
start,1,5,752.6,234,5160,8,end,
start,1,6,859.45,242.4,5209,9,end,
start,1,7,980.7,268.8,5242,10,end,
start,1,8,1002.3,322.8,5292,11,end,
start,1,9,871.45,412.8,5375,12,end,
start,1,10,773.05,424.8,5459,13,end,
start,1,11,570.15,427.2,5492,14,end,
start,1,12,450.15,422.4,5542,15,end,
start,2,0,361.3,417.6,5576,16,end,
start,2,1,416.5,314.4,5626,17,end,
start,2,2,494.55,265.2,5709,18,end,
start,2,3,671,207.6,5742,19,end,
start,2,4,811.45,207.6,5792,20,end,
start,2,5,957.9,252,5825,21,end,
start,2,6,1037.1,298.8,5875,22,end,
start,2,7,930.25,386.4,5909,23,end,
start,2,8,744.2,414,6042,24,end,
start,2,9,532.95,438,6075,25,end,
start,2,10,429.75,434.4,6125,26,end,
start,3,0,528.15,369.6,6161,27,end,
start,3,1,176.45,240,6209,28,end,
start,3,2,594.15,320.4,6292,29,end,
start,3,3,487.35,117.6,6375,30,end,
start,3,4,710.6,288,6410,31,end,
start,3,5,949.5,67.2,6459,32,end,
start,3,6,810.25,366,6492,33,end,
start,3,7,1106.7,590.4,6543,34,end,
start,3,8,744.2,459.6,6659,35,end,
start,3,9,642.2,660,6742,36,end,
start,3,10,571.35,475.2,6792,37,end,
start,3,11,178.85,642,6825,38,end,
start,4,0,1269.95,121.2,121792,42,end,
start,4,1,1248.35,139.2,123326,43,end,
start,4,2,1221.95,163.2,123375,44,end,
start,4,3,1175.15,225.6,123409,45,end,
start,4,4,1139.15,291.6,123459,46,end,
start,4,5,1065.9,432,123492,47,end,
start,4,6,1015.5,510,123542,48,end,
start,4,7,893.05,624,123575,49,end,
start,4,8,813.85,668.4,123625,50,end,
start,4,9,654.2,711.6,123659,51,end,
start,4,10,528.15,720,123709,52,end,
start,5,0,378.1,712.8,123743,53,end,
start,5,1,289.3,684,123792,54,end,
start,5,2,188.45,568.8,123826,55,end,
start,5,3,163.25,502.8,123876,56,end,
start,5,4,166.85,463.2,123909,57,end,
start,5,5,193.25,420,123959,58,end,
start,5,6,284.5,357.6,123992,59,end,
start,5,7,379.3,320.4,124042,60,end,
start,5,8,582.15,288,124075,61,end,
start,5,9,705.8,285.6,124125,62,end,
start,5,10,849.85,304.8,124159,63,end,
start,5,11,866.65,316.8,124209,64,end,
start,5,12,875.05,338.4,124242,65,end,
start,5,13,876.25,358.8,124295,66,end,
start,5,14,864.25,394.8,124326,67,end,
start,5,15,839.05,416.4,124375,68,end,
start,5,16,719,458.4,124409,69,end,
start,5,17,618.2,468,124459,70,end,
start,5,18,440.55,436.8,124492,71,end,
start,6,0,357.7,404.4,124547,72,end,
start,6,1,308.5,355.2,124575,73,end,
start,6,2,310.9,336,124625,74,end,
start,6,3,409.3,256.8,124659,75,end,
start,6,4,538.95,201.6,124709,76,end,
start,6,5,732.2,159.6,124742,77,end,
start,6,6,889.45,166.8,124793,78,end,
start,6,7,1003.5,217.2,124825,79,end,
start,6,8,1014.3,241.2,124875,80,end,
start,6,9,1011.9,276,124909,81,end,
start,6,10,983.1,332.4,124959,82,end,
start,6,11,899.05,412.8,124992,83,end,
start,6,12,798.25,457.2,125042,84,end,
start,6,13,615.8,464.4,125075,85,end,
start,6,14,496.95,445.2,125125,86,end,
start,7,0,308.5,398.4,125161,87,end,
start,7,1,232.85,369.6,125209,88,end,
start,7,2,204.05,352.8,125242,89,end,
start,7,3,206.45,339.6,125294,90,end,
start,7,4,288.1,243.6,125325,91,end,
start,7,5,360.1,193.2,125375,92,end,
start,7,6,524.55,145.2,125410,93,end,
start,7,7,620.6,150,125459,94,end,
start,7,8,773.05,188.4,125492,95,end,
start,7,9,842.65,223.2,125542,96,end,
start,7,10,923.05,264,125575,97,end,
start,7,11,939.9,274.8,125625,98,end,
start,7,12,957.9,297.6,125659,99,end,
start,7,13,963.9,310.8,125709,100,end,
start,7,14,962.7,340.8,125742,101,end,
start,7,15,938.65,381.6,125792,102,end,
start,7,16,852.25,448.8,125825,103,end,
start,7,17,755,483.6,125875,104,end,
start,7,18,619.4,493.2,125909,105,end,
start,7,19,520.95,484.8,125959,106,end,
start,8,0,349.3,428.4,125994,107,end,
start,8,1,250.85,362.4,126042,108,end,
start,8,2,189.65,279.6,126075,109,end,
start,8,3,186.05,250.8,126125,110,end,
start,8,4,253.25,171.6,126159,111,end,
start,8,5,348.1,127.2,126209,112,end,
start,8,6,529.35,90,126242,113,end,
start,8,7,707,82.8,126293,114,end,
start,8,8,909.85,98.4,126325,115,end,
start,8,9,1031.1,135.6,126375,116,end,
start,8,10,1113.95,189.6,126409,117,end,
start,8,11,1122.35,208.8,126459,118,end,
start,8,12,1124.75,252,126492,119,end,
start,8,13,1121.15,279.6,126542,120,end,
start,8,14,1065.9,376.8,126575,121,end,
start,8,15,1013.1,429.6,126625,122,end,
start,8,16,882.25,490.8,126659,123,end,
start,8,17,787.45,505.2,126709,124,end,
start,8,18,590.55,499.2,126742,125,end,
start,8,19,450.15,488.4,126792,126,end,
start,9,0,313.3,451.2,126826,127,end,
start,9,1,231.65,403.2,126875,128,end,
start,9,2,180.05,332.4,126909,129,end,
start,9,3,174.05,308.4,126959,130,end,
start,9,4,175.25,267.6,126992,131,end,
start,9,5,188.45,238.8,127042,132,end,
start,9,6,297.7,164.4,127075,133,end,
start,9,7,415.3,139.2,127125,134,end,
start,9,8,603.8,139.2,127159,135,end,
start,9,9,721.4,147.6,127210,136,end,
start,9,10,884.65,169.2,127242,137,end,
start,9,11,991.5,196.8,127292,138,end,
start,9,12,1034.7,216,127325,139,end,
start,9,13,1049.1,232.8,127375,140,end,
start,9,14,1058.7,250.8,127409,141,end,
start,9,15,1065.9,279.6,127459,142,end,
start,9,16,1056.3,314.4,127543,143,end,
start,9,17,1045.5,330,127625,144,end,
start,9,18,1015.5,355.2,127659,145,end,
start,9,19,993.9,366,127709,146,end,
start,9,20,927.85,385.2,127743,147,end,
start,9,21,861.85,396,127792,148,end,
start,9,22,705.8,403.2,127825,149,end,
start,9,23,588.15,402,127875,150,end,
start,9,24,451.35,392.4,127909,151,end,
start,10,0,402.1,386.4,127962,152,end,
start,10,1,364.9,380.4,127992,153,end,
start,10,2,342.1,374.4,128042,154,end,
start,10,3,306.1,364.8,128075,155,end,
start,10,4,282.1,356.4,128125,156,end,
start,10,5,261.7,343.2,128159,157,end,
start,10,6,261.7,301.2,128209,158,end,
start,10,7,283.3,262.8,128293,159,end,
start,10,8,313.3,230.4,128325,160,end,
start,10,9,338.5,217.2,128375,161,end,
start,10,10,373.3,213.6,128409,162,end,
start,10,11,403.3,213.6,128459,163,end,
start,10,12,447.75,218.4,128492,164,end,
start,10,13,475.35,222,128542,165,end,
start,10,14,558.15,232.8,128575,166,end,
start,10,15,588.15,235.2,128625,167,end,
start,10,16,663.8,242.4,128659,168,end,
start,10,17,693.8,243.6,128709,169,end,
start,10,18,740.6,244.8,128742,170,end,
start,10,19,765.8,247.2,128792,171,end,
start,10,20,807.85,253.2,128825,172,end,
start,10,21,829.45,255.6,128875,173,end,
start,10,22,866.65,260.4,128909,174,end,
start,10,23,890.65,270,128959,175,end,
start,10,24,920.65,283.2,128992,176,end,
start,10,25,938.65,292.8,129042,177,end,
start,10,26,969.9,309.6,129075,178,end,
start,10,27,984.3,321.6,129125,179,end,
start,10,28,1007.1,345.6,129159,180,end,
start,10,29,1021.5,366,129210,181,end,
start,10,30,1029.9,391.2,129242,182,end,
start,10,31,1031.1,405.6,129292,183,end,
start,10,32,1029.9,418.8,129325,184,end,
start,10,33,1023.9,433.2,129375,185,end,
start,10,34,1009.5,453.6,129411,186,end,
start,10,35,993.9,468,129459,187,end,
start,10,36,971.1,483.6,129492,188,end,
start,10,37,947.1,494.4,129543,189,end,
start,10,38,903.85,508.8,129575,190,end,
start,10,39,878.65,514.8,129625,191,end,
start,10,40,829.45,522,129659,192,end,
start,10,41,800.65,523.2,129710,193,end,
start,10,42,753.8,524.4,129742,194,end,
start,10,43,687.8,524.4,129793,195,end,
start,10,44,583.35,523.2,129825,196,end,
start,10,45,541.35,519.6,129875,197,end,
start,11,0,450.15,504,129913,198,end,
start,11,1,416.5,498,129959,199,end,
start,11,2,378.1,489.6,129992,200,end,
start,11,3,354.1,482.4,130042,201,end,
start,11,4,315.7,468,130075,202,end,
start,11,5,295.3,460.8,130125,203,end,
start,11,6,274.9,447.6,130161,204,end,
start,11,7,268.9,429.6,130209,205,end,
start,11,8,270.1,410.4,130292,206,end,
start,11,9,280.9,379.2,130325,207,end,
start,11,10,301.3,354,130375,208,end,
start,11,11,392.5,295.2,130409,209,end,
start,11,12,489.75,261.6,130459,210,end,
start,11,13,623,240,130492,211,end,
start,11,14,746.6,241.2,130543,212,end,
start,11,15,930.25,253.2,130575,213,end,
start,11,16,1027.5,256.8,130625,214,end,
start,11,17,1167.95,267.6,130659,215,end,
start,11,18,1215.95,277.2,130709,216,end,
start,11,19,1249.55,288,130742,217,end,
start,11,20,1271.15,301.2,130792,218,end,
start,11,21,1277.15,321.6,130825,219,end,
start,11,22,1235.15,375.6,130909,220,end,
start,11,23,1181.15,418.8,130959,221,end,
start,11,24,1068.3,470.4,130992,222,end,
start,11,25,1028.7,478.8,131042,223,end,
start,11,26,915.85,496.8,131075,224,end,
start,11,27,857.05,502.8,131125,225,end,
start,11,28,708.2,518.4,131159,226,end,
start,11,29,614.6,519.6,131210,227,end,
start,11,30,452.55,511.2,131242,228,end,
start,12,0,345.7,487.2,131295,229,end,
start,12,1,228.05,435.6,131325,230,end,
start,12,2,165.65,394.8,131375,231,end,
start,12,3,79.2,320.4,131410,232,end,
